RHEA_ID	DIRECTION	MASTER_ID	ID	DB
30515	UN	30515	GO:0010487	GO
30518	BI	30515	R09531	KEGG_REACTION
30518	BI	30515	RXN-11190	METACYC
30519	UN	30519	2.7.7.105	EC
30520	LR	30519	RXN-8077	METACYC
30522	BI	30519	R09397	KEGG_REACTION
30523	UN	30523	6.3.2.34	EC
30523	UN	30523	GO:0052619	GO
30527	UN	30527	3.6.1.41	EC
30527	UN	30527	3.6.1.61	EC
30530	BI	30527	R09880	KEGG_REACTION
30530	BI	30527	RXN-10966	METACYC
30542	BI	30539	CARNCOARACE-RXN	METACYC
30543	UN	30543	GO:0051108	GO
30546	BI	30543	DCARNCOALIG-RXN	METACYC
30549	RL	30547	R-HSA-77325.2	REACTOME
30550	BI	30547	R04749	KEGG_REACTION
30555	UN	30555	6.3.2.31	EC
30555	UN	30555	GO:0052618	GO
30563	UN	30563	2.5.1.80	EC
30566	BI	30563	R09638	KEGG_REACTION
30566	BI	30563	RXN-11191	METACYC
30567	UN	30567	6.3.2.33	EC
30568	LR	30567	RXN-11103	METACYC
30570	BI	30567	R09594	KEGG_REACTION
30571	UN	30571	6.3.2.14	EC
30571	UN	30571	GO:0047527	GO
30572	LR	30571	ENTMULTI-RXN	ECOCYC
30572	LR	30571	ENTMULTI-RXN	METACYC
30574	BI	30571	R07644	KEGG_REACTION
30592	LR	30591	R-HSA-141202.1	REACTOME
30592	LR	30591	R-HSA-5696146.1	REACTOME
30592	LR	30591	RXN-5821	METACYC
30594	BI	30591	R02382	KEGG_REACTION
30595	UN	30595	1.14.14.9	EC
30595	UN	30595	GO:0052881	GO
30596	LR	30595	RXN-8505	METACYC
30599	UN	30599	1.3.99.28	EC
30602	BI	30599	R09691	KEGG_REACTION
30602	BI	30599	RXN-12247	METACYC
30604	LR	30603	RXN-8023	METACYC
30606	BI	30603	R09692	KEGG_REACTION
30608	LR	30607	RXN-8024	METACYC
30610	BI	30607	R04787	KEGG_REACTION
30612	LR	30611	RXN-8022	METACYC
30614	BI	30611	R04798	KEGG_REACTION
30615	UN	30615	1.3.99.29	EC
30618	BI	30615	R09693	KEGG_REACTION
30618	BI	30615	RXN-12410	METACYC
30619	UN	30619	1.3.99.26	EC
30622	BI	30619	R09659	KEGG_REACTION
30622	BI	30619	RXN-12411	METACYC
30624	LR	30623	RXN-12412	METACYC
30626	BI	30623	R04800	KEGG_REACTION
30627	UN	30627	1.1.1.382	EC
30627	UN	30627	1.1.1.383	EC
30630	BI	30627	R10916	KEGG_REACTION
30630	BI	30627	RXN-16060	METACYC
30630	BI	30627	RXN-16061	METACYC
30631	UN	30631	2.4.1.264	EC
30632	LR	30631	RXN-11790	METACYC
30634	BI	30631	R09732	KEGG_REACTION
30635	UN	30635	2.4.1.267	EC
30635	UN	30635	GO:0042281	GO
30636	LR	30635	RXN-5470	METACYC
30638	BI	30635	R06262	KEGG_REACTION
30639	UN	30639	2.4.1.269	EC
30639	UN	30639	GO:0102921	GO
30640	LR	30639	RXN-8849	METACYC
30642	BI	30639	R09666	KEGG_REACTION
30643	UN	30643	2.4.2.44	EC
30644	LR	30643	RXN-12241	METACYC
30646	BI	30643	R09668	KEGG_REACTION
30647	UN	30647	2.7.7.74	EC
30648	LR	30647	RXN-11877	METACYC
30650	BI	30647	R09669	KEGG_REACTION
30654	BI	30651	RXN0-5473	METACYC
30655	UN	30655	GO:0120136	GO
30656	LR	30655	R-HSA-73635.4	REACTOME
30656	LR	30655	RXN-14122	METACYC
30657	RL	30655	R-HSA-75126.4	REACTOME
30658	BI	30655	R02098	KEGG_REACTION
30662	BI	30659	R05086	KEGG_REACTION
30663	UN	30663	5.5.1.31	EC
30664	LR	30663	RXN-19281	METACYC
30666	BI	30663	R12004	KEGG_REACTION
30667	UN	30667	1.1.1.314	EC
30670	BI	30667	R09548	KEGG_REACTION
30670	BI	30667	RXN-12449	METACYC
30674	BI	30671	R00022	KEGG_REACTION
30675	UN	30675	4.2.1.123	EC
30677	RL	30675	RXN-12337	METACYC
30678	BI	30675	R02875	KEGG_REACTION
30679	UN	30679	GO:0080079	GO
30682	BI	30679	R00026	KEGG_REACTION
30683	UN	30683	3.2.1.183	EC
30684	LR	30683	R-HSA-4085021.1	REACTOME
30684	LR	30683	RXN-9987	METACYC
30686	BI	30683	R00414	KEGG_REACTION
30687	UN	30687	4.1.3.16	EC
30690	BI	30687	4OH2OXOGLUTARALDOL-RXN	METACYC
30690	BI	30687	R00471	KEGG_REACTION
30694	BI	30691	R00602	KEGG_REACTION
30695	UN	30695	RXN-12332	METACYC
30698	BI	30695	R00904	KEGG_REACTION
30702	BI	30699	R00908	KEGG_REACTION
30702	BI	30699	RXN-2901	METACYC
30703	UN	30703	4.1.1.91	EC
30704	LR	30703	RXN-11736	METACYC
30706	BI	30703	R09539	KEGG_REACTION
30707	UN	30707	2.6.1.113	EC
30710	BI	30707	R08714	KEGG_REACTION
30710	BI	30707	RXN-8	METACYC
30711	UN	30711	4.2.1.127	EC
30713	RL	30711	RXN-12335	METACYC
30714	BI	30711	R09702	KEGG_REACTION
30715	UN	30715	5.4.4.4	EC
30718	BI	30715	R09708	KEGG_REACTION
30718	BI	30715	RXN-12336	METACYC
30721	RL	30719	R-HSA-70844.3	REACTOME
30722	BI	30719	R00927	KEGG_REACTION
30723	UN	30723	1.3.7.8	EC
30727	UN	30727	2.7.1.40	EC
30729	RL	30727	RXN-14192	METACYC
30730	BI	30727	R01138	KEGG_REACTION
30732	LR	30731	R-HSA-77319.3	REACTOME
30734	BI	30731	R01175	KEGG_REACTION
30735	UN	30735	3.1.3.25	EC
30735	UN	30735	GO:0052833	GO
30736	LR	30735	R-HSA-1855211.2	REACTOME
30736	LR	30735	RXN-10952	METACYC
30738	BI	30735	R01186	KEGG_REACTION
30739	UN	30739	3.1.3.25	EC
30739	UN	30739	GO:0052832	GO
30740	LR	30739	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	METACYC
30740	LR	30739	R-HSA-1855210.2	REACTOME
30742	BI	30739	R01187	KEGG_REACTION
30746	BI	30743	R01273	KEGG_REACTION
30748	LR	30747	R-HSA-77299.2	REACTOME
30750	BI	30747	R01279	KEGG_REACTION
30752	LR	30751	R-HSA-201035.2	REACTOME
30752	LR	30751	R-HSA-434382.2	REACTOME
30754	BI	30751	R01280	KEGG_REACTION
30756	LR	30755	RXN-14196	ECOCYC
30756	LR	30755	RXN-14196	METACYC
30758	BI	30755	R01395	KEGG_REACTION
30762	BI	30759	R01411	KEGG_REACTION
30763	UN	30763	1.4.1.23	EC
30763	UN	30763	GO:0043837	GO
30766	BI	30763	R01434	KEGG_REACTION
30766	BI	30763	RXN-13184	METACYC
30770	BI	30767	R01483	KEGG_REACTION
30772	LR	30771	RXN0-366	METACYC
30774	BI	30771	R01677	KEGG_REACTION
30778	BI	30775	R01710	KEGG_REACTION
30782	BI	30779	R01741	KEGG_REACTION
30784	LR	30783	GLYCERALDEHYDE-DEHYDRO-RXN	METACYC
30784	LR	30783	R-HSA-6813749.2	REACTOME
30786	BI	30783	R01752	KEGG_REACTION
30790	BI	30787	R01795	KEGG_REACTION
30793	RL	30791	RXN-14207	METACYC
30794	BI	30791	R01858	KEGG_REACTION
30796	LR	30795	2-KETO-ADIPATE-DEHYDROG-RXN	METACYC
30796	LR	30795	R-HSA-71037.2	REACTOME
30798	BI	30795	R01933	KEGG_REACTION
30800	LR	30799	R-HSA-77312.2	REACTOME
30802	BI	30799	R01975	KEGG_REACTION
30802	BI	30799	RXN-11662	METACYC
30803	UN	30803	RXN-14209	METACYC
30806	BI	30803	R01986	KEGG_REACTION
30807	UN	30807	1.5.1.1	EC
30809	RL	30807	RXN-8166	METACYC
30810	BI	30807	R02201	KEGG_REACTION
30815	UN	30815	GO:1990224	GO
30816	LR	30815	R-HSA-8940074.4	REACTOME
30816	LR	30815	RXN-5841	ECOCYC
30816	LR	30815	RXN-5841	METACYC
30818	BI	30815	R02323	KEGG_REACTION
30822	BI	30819	R02424	KEGG_REACTION
30823	UN	30823	4.2.1.135	EC
30824	LR	30823	RXN-13252	METACYC
30826	BI	30823	R10266	KEGG_REACTION
30835	UN	30835	1.1.1.367	EC
30838	BI	30835	R10665	KEGG_REACTION
30838	BI	30835	RXN-14994	METACYC
30839	UN	30839	5.1.3.28	EC
30840	LR	30839	RXN-14761	METACYC
30842	BI	30839	R10676	KEGG_REACTION
30843	UN	30843	3.5.1.106	EC
30844	LR	30843	RXN-11318	METACYC
30846	BI	30843	R09126	KEGG_REACTION
30848	LR	30847	R-HSA-71046.3	REACTOME
30850	BI	30847	R02487	KEGG_REACTION
30851	UN	30851	GO:0061609	GO
30852	LR	30851	RXN-8631	METACYC
30854	BI	30851	R02568	KEGG_REACTION
30855	UN	30855	4.2.1.125	EC
30857	RL	30855	RXN-8885	METACYC
30858	BI	30855	R09701	KEGG_REACTION
30868	LR	30867	RXN-10715	METACYC
30868	LR	30867	RXN-5581	METACYC
30870	BI	30867	R02678	KEGG_REACTION
30871	UN	30871	2.7.1.229	EC
30872	LR	30871	RXN-14223	METACYC
30874	BI	30871	R02750	KEGG_REACTION
30882	BI	30879	R02940	KEGG_REACTION
30886	BI	30883	R02957	KEGG_REACTION
30890	BI	30887	R03066	KEGG_REACTION
30891	UN	30891	2.5.1.144	EC
30894	BI	30891	R03132	KEGG_REACTION
30894	BI	30891	SULFOCYS-RXN	METACYC
30895	UN	30895	GO:0052600	GO
30896	LR	30895	RXN-6381	METACYC
30898	BI	30895	R03139	KEGG_REACTION
30899	UN	30899	2.4.1.330	EC
30900	LR	30899	RXN-8474	METACYC
30902	BI	30899	R10989	KEGG_REACTION
30903	UN	30903	2.1.1.210	EC
30903	UN	30903	GO:0043803	GO
30904	LR	30903	RXN-10669	METACYC
30906	BI	30903	R07535	KEGG_REACTION
30907	UN	30907	1.2.1.25	EC
30910	BI	30907	2KETO-3METHYLVALERATE-RXN	METACYC
30910	BI	30907	R03171	KEGG_REACTION
30911	UN	30911	3.5.1.109	EC
30912	LR	30911	RXN-12339	METACYC
30915	UN	30915	3.5.1.109	EC
30916	LR	30915	RXN-12340	METACYC
30919	UN	30919	1.3.99.27	EC
30920	LR	30919	RXN-11647	METACYC
30922	BI	30919	R07520	KEGG_REACTION
30923	UN	30923	2.4.1.268	EC
30924	LR	30923	RXN-12028	METACYC
30926	BI	30923	R09665	KEGG_REACTION
30927	UN	30927	3.2.1.172	EC
30927	UN	30927	GO:0102211	GO
30934	BI	30931	R03217	KEGG_REACTION
30934	BI	30931	RXN-721	METACYC
30938	BI	30935	R03346	KEGG_REACTION
30939	UN	30939	2.7.4.6	EC
30942	BI	30939	R03530	KEGG_REACTION
30942	BI	30939	RXN-14228	METACYC
30944	LR	30943	R-HSA-77338.2	REACTOME
30946	BI	30943	R03777	KEGG_REACTION
30947	UN	30947	4.2.3.84	EC
30948	LR	30947	RXN-10637	METACYC
30950	BI	30947	R09789	KEGG_REACTION
30951	UN	30951	4.2.3.85	EC
30952	LR	30951	RXN-10635	METACYC
30954	BI	30951	R09788	KEGG_REACTION
30955	UN	30955	1.3.5.6	EC
30958	BI	30955	R07511	KEGG_REACTION
30958	BI	30955	RXN-12242	METACYC
30959	UN	30959	GO:0052886	GO
30960	LR	30959	RXN-11356	METACYC
30962	BI	30959	R09656	KEGG_REACTION
30964	LR	30963	RXN-11357	METACYC
30966	BI	30963	R09658	KEGG_REACTION
30967	UN	30967	5.2.1.12	EC
30968	LR	30967	RXN-11354	METACYC
30970	BI	30967	R09655	KEGG_REACTION
30971	UN	30971	5.2.1.13	EC
30972	LR	30971	RXN-8042	METACYC
30974	BI	30971	R07512	KEGG_REACTION
30975	UN	30975	1.3.99.30	EC
30978	BI	30975	R09703	KEGG_REACTION
30978	BI	30975	RXN-12413	METACYC
30980	LR	30979	RXN-11974	METACYC
30982	BI	30979	R07518	KEGG_REACTION
30983	UN	30983	3.2.1.97	EC
30984	LR	30983	3.2.1.97-RXN	METACYC
30986	BI	30983	R04527	KEGG_REACTION
30987	UN	30987	5.4.99.32	EC
30990	BI	30987	R09689	KEGG_REACTION
30990	BI	30987	RXN-12329	METACYC
30991	UN	30991	1.14.14.134	EC
30992	LR	30991	RXN-8082	METACYC
30994	BI	30991	R09604	KEGG_REACTION
30995	UN	30995	1.14.14.134	EC
30996	LR	30995	RXN-8084	METACYC
30998	BI	30995	R09605	KEGG_REACTION
30999	UN	30999	5.4.99.33	EC
31002	BI	30999	R09688	KEGG_REACTION
31003	UN	31003	5.4.99.34	EC
31006	BI	31003	R09710	KEGG_REACTION
31006	BI	31003	RXN-9915	METACYC
31007	UN	31007	5.4.99.39	EC
31011	UN	31011	5.4.99.38	EC
31014	BI	31011	R09713	KEGG_REACTION
31014	BI	31011	RXN-12330	METACYC
31015	UN	31015	4.1.1.92	EC
31018	BI	31015	R09488	KEGG_REACTION
31018	BI	31015	RXN-12341	METACYC
31019	UN	31019	1.14.99.44	EC
31020	LR	31019	RXN-12223	METACYC
31022	BI	31019	R09671	KEGG_REACTION
31023	UN	31023	5.4.99.37	EC
31024	LR	31023	RXN-9895	METACYC
31026	BI	31023	R09712	KEGG_REACTION
31027	UN	31027	2.4.1.263	EC
31031	UN	31031	2.4.1.263	EC
31031	UN	31031	GO:0010294	GO
31032	LR	31031	RXN-8155	METACYC
31034	BI	31031	R07575	KEGG_REACTION
31035	UN	31035	4.2.1.124	EC
31035	UN	31035	GO:0034075	GO
31038	BI	31035	R09700	KEGG_REACTION
31038	BI	31035	RXN-9684	METACYC
31040	LR	31039	R-HSA-77263.2	REACTOME
31042	BI	31039	R03857	KEGG_REACTION
31046	BI	31043	R03869	KEGG_REACTION
31050	BI	31047	R00935	KEGG_REACTION
31054	BI	31051	R03960	KEGG_REACTION
31056	LR	31055	RXN-14263	METACYC
31058	BI	31055	R03980	KEGG_REACTION
31060	LR	31059	RXN-10089	METACYC
31062	BI	31059	R04065	KEGG_REACTION
31070	BI	31067	R04175	KEGG_REACTION
31070	BI	31067	RXN-8172	METACYC
31074	BI	31071	R04187	KEGG_REACTION
31077	RL	31075	R-HSA-77256.2	REACTOME
31078	BI	31075	R04170	KEGG_REACTION
31082	BI	31079	R04137	KEGG_REACTION
31086	BI	31083	R04112	KEGG_REACTION
31086	BI	31083	RXN-14267	METACYC
31089	RL	31087	R-HSA-77340.2	REACTOME
31090	BI	31087	R03778	KEGG_REACTION
31093	RL	31091	R-HSA-77271.2	REACTOME
31094	BI	31091	R03858	KEGG_REACTION
31095	UN	31095	1.3.99.12	EC
31098	BI	31095	R02661	KEGG_REACTION
31100	LR	31099	MEPROPCOA-FAD-RXN	METACYC
31100	LR	31099	R-HSA-70859.3	REACTOME
31103	UN	31103	GO:0033560	GO
31105	RL	31103	R-HSA-197963.2	REACTOME
31105	RL	31103	R-HSA-9709098.1	REACTOME
31106	BI	31103	R02236	KEGG_REACTION
31108	LR	31107	RXN-10815	METACYC
31110	BI	31107	R01372	KEGG_REACTION
31113	RL	31111	R-HSA-77321.2	REACTOME
31114	BI	31111	R01177	KEGG_REACTION
31116	LR	31115	RXN0-7192	ECOCYC
31116	LR	31115	RXN0-7192	METACYC
31118	BI	31115	R01074	KEGG_REACTION
31121	RL	31119	R-HSA-70830.2	REACTOME
31122	BI	31119	R04204	KEGG_REACTION
31122	BI	31119	TIGLYLCOA-HYDROXY-RXN	METACYC
31128	LR	31127	METHYLGALLATE-RXN	METACYC
31130	BI	31127	R04280	KEGG_REACTION
31134	BI	31131	R04326	KEGG_REACTION
31138	BI	31135	R04378	KEGG_REACTION
31142	BI	31139	R04440	KEGG_REACTION
31144	LR	31143	R-HSA-77323.2	REACTOME
31146	BI	31143	R04748	KEGG_REACTION
31149	RL	31147	RXN-10911	METACYC
31150	BI	31147	R04880	KEGG_REACTION
31151	UN	31151	GO:0098606	GO
31152	LR	31151	R-HSA-2408543.2	REACTOME
31154	BI	31151	R04930	KEGG_REACTION
31155	UN	31155	1.2.1.88	EC
31156	LR	31155	HYDROXYPYRROLINEDEH-RXN	METACYC
31158	BI	31155	R04444	KEGG_REACTION
31160	LR	31159	R-HSA-77303.2	REACTOME
31162	BI	31159	R04737	KEGG_REACTION
31165	RL	31163	R-HSA-77301.2	REACTOME
31166	BI	31163	R04738	KEGG_REACTION
31168	LR	31167	R-HSA-77283.2	REACTOME
31170	BI	31167	R04739	KEGG_REACTION
31173	RL	31171	R-HSA-77277.2	REACTOME
31174	BI	31171	R04740	KEGG_REACTION
31176	LR	31175	R-HSA-70870.3	REACTOME
31178	BI	31175	METHYLACYLYLCOA-HYDROXY-RXN	METACYC
31178	BI	31175	R04224	KEGG_REACTION
31180	LR	31179	R-HSA-77254.2	REACTOME
31182	BI	31179	R04741	KEGG_REACTION
31185	RL	31183	R-HSA-77309.2	REACTOME
31186	BI	31183	R04742	KEGG_REACTION
31188	LR	31187	R-HSA-77342.2	REACTOME
31190	BI	31187	R04743	KEGG_REACTION
31193	RL	31191	R-HSA-77344.2	REACTOME
31194	BI	31191	R04744	KEGG_REACTION
31196	LR	31195	R-HSA-77331.2	REACTOME
31198	BI	31195	R04745	KEGG_REACTION
31201	RL	31199	R-HSA-77333.2	REACTOME
31202	BI	31199	R04746	KEGG_REACTION
31205	RL	31203	R-HSA-77329.2	REACTOME
31206	BI	31203	R04747	KEGG_REACTION
31208	LR	31207	R-HSA-77327.2	REACTOME
31210	BI	31207	R04751	KEGG_REACTION
31211	UN	31211	GO:0098601	GO
31212	LR	31211	R-HSA-2408551.1	REACTOME
31214	BI	31211	R04771	KEGG_REACTION
31216	LR	31215	R-HSA-380608.3	REACTOME
31216	LR	31215	RXN-10780	METACYC
31218	BI	31215	R04903	KEGG_REACTION
31222	BI	31219	R04909	KEGG_REACTION
31224	LR	31223	RXN-8036	METACYC
31226	BI	31223	R04998	KEGG_REACTION
31227	UN	31227	2.4.1.227	EC
31227	UN	31227	GO:0051991	GO
31230	BI	31227	NACGLCTRANS-RXN	ECOCYC
31230	BI	31227	NACGLCTRANS-RXN	METACYC
31230	BI	31227	R05032	KEGG_REACTION
31232	LR	31231	RXN-37	METACYC
31234	BI	31231	R05050	KEGG_REACTION
31235	UN	31235	2.6.1.23	EC
31238	BI	31235	R05052	KEGG_REACTION
31240	LR	31239	R-HSA-190182.1	REACTOME
31242	BI	31239	R04972	KEGG_REACTION
31242	BI	31239	RXN-10642	METACYC
31244	LR	31243	RXN-14472	METACYC
31246	BI	31243	R05051	KEGG_REACTION
31250	BI	31247	R05062	KEGG_REACTION
31252	LR	31251	3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	METACYC
31254	BI	31251	R05064	KEGG_REACTION
31258	BI	31255	2-ACETOLACTATE-MUTASE-RXN	METACYC
31258	BI	31255	R05071	KEGG_REACTION
31262	BI	31259	R05119	KEGG_REACTION
31266	BI	31263	R05121	KEGG_REACTION
31270	BI	31267	R05231	KEGG_REACTION
31271	UN	31271	1.14.13.135	EC
31272	LR	31271	RXN-12763	METACYC
31274	BI	31271	R05632	KEGG_REACTION
31275	UN	31275	1.1.1.31	EC
31276	LR	31275	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	METACYC
31278	BI	31275	R05066	KEGG_REACTION
31282	BI	31279	R05555	KEGG_REACTION
31284	LR	31283	R-HSA-188467.2	REACTOME
31286	BI	31283	R00848	KEGG_REACTION
31288	LR	31287	PROPCOASYN-RXN	METACYC
31290	BI	31287	R04432	KEGG_REACTION
31298	BI	31295	RXN-7282	ECOCYC
31298	BI	31295	RXN-7282	METACYC
31302	BI	31299	R06366	KEGG_REACTION
31303	UN	31303	1.5.1.36	EC
31303	UN	31303	GO:0036382	GO
31306	BI	31303	R09662	KEGG_REACTION
31306	BI	31303	RXN-12446	METACYC
31307	UN	31307	2.4.1.265	EC
31307	UN	31307	GO:0042283	GO
31308	LR	31307	RXN-5471	METACYC
31310	BI	31307	R06263	KEGG_REACTION
31311	UN	31311	2.4.1.266	EC
31315	UN	31315	2.4.1.266	EC
31316	LR	31315	RXN-12038	METACYC
31319	UN	31319	2.4.1.266	EC
31320	LR	31319	RXN-12041	METACYC
31323	UN	31323	2.4.1.270	EC
31324	LR	31323	RXN-12029	METACYC
31326	BI	31323	R09667	KEGG_REACTION
31327	UN	31327	2.7.8.34	EC
31328	LR	31327	RXN-11879	METACYC
31330	BI	31327	R09670	KEGG_REACTION
31331	UN	31331	2.7.7.75	EC
31331	UN	31331	GO:0061598	GO
31332	LR	31331	RXN-8344	ECOCYC
31332	LR	31331	RXN-8344	METACYC
31335	UN	31335	2.7.7.76	EC
31335	UN	31335	GO:0061602	GO
31338	BI	31335	RXN0-6254	ECOCYC
31338	BI	31335	RXN0-6254	METACYC
31339	UN	31339	6.2.1.35	EC
31340	LR	31339	RXN-9776	METACYC
31342	BI	31339	R09475	KEGG_REACTION
31343	UN	31343	3.1.3.85	EC
31344	LR	31343	RXN-8852	METACYC
31346	BI	31343	R09664	KEGG_REACTION
31347	UN	31347	3.2.1.175	EC
31347	UN	31347	GO:0051993	GO
31348	LR	31347	RXN-11469	METACYC
31350	BI	31347	R09723	KEGG_REACTION
31351	UN	31351	4.2.1.128	EC
31351	UN	31351	GO:0102245	GO
31353	RL	31351	RXN-12338	METACYC
31354	BI	31351	R09743	KEGG_REACTION
31355	UN	31355	1.14.13.131	EC
31356	LR	31355	RXN-9740	METACYC
31358	BI	31355	R09786	KEGG_REACTION
31359	UN	31359	1.14.14.10	EC
31359	UN	31359	GO:0102977	GO
31360	LR	31359	RXN-9508	METACYC
31362	BI	31359	R09798	KEGG_REACTION
31363	UN	31363	1.5.1.40	EC
31363	UN	31363	1.6.99.n1	EC
31363	UN	31363	GO:0102261	GO
31366	BI	31363	R09749	KEGG_REACTION
31366	BI	31363	RXN-12450	METACYC
31367	UN	31367	1.7.6.1	EC
31370	BI	31367	R09751	KEGG_REACTION
31370	BI	31367	RXN-12316	METACYC
31371	UN	31371	2.1.1.212	EC
31371	UN	31371	GO:0102670	GO
31372	LR	31371	RXN-3624	METACYC
31374	BI	31371	R07722	KEGG_REACTION
31375	UN	31375	4.1.1.93	EC
31376	LR	31375	RXN-12388	METACYC
31378	BI	31375	R09794	KEGG_REACTION
31379	UN	31379	4.1.1.93	EC
31381	RL	31379	RXN-12342	METACYC
31382	BI	31379	R09795	KEGG_REACTION
31383	UN	31383	5.4.99.41	EC
31383	UN	31383	GO:0042299	GO
31384	LR	31383	RXN-111	METACYC
31386	BI	31383	R06466	KEGG_REACTION
31387	UN	31387	5.4.99.40	EC
31391	UN	31391	1.3.8.2	EC
31391	UN	31391	GO:0102223	GO
31394	BI	31391	R09690	KEGG_REACTION
31394	BI	31391	RXN-12224	METACYC
31396	LR	31395	RXN-9303	METACYC
31398	BI	31395	R09719	KEGG_REACTION
31399	UN	31399	GO:0102961	GO
31400	LR	31399	RXN-9304	METACYC
31402	BI	31399	R09744	KEGG_REACTION
31403	UN	31403	GO:0102962	GO
31404	LR	31403	RXN-9305	METACYC
31406	BI	31403	R09745	KEGG_REACTION
31407	UN	31407	GO:0102225	GO
31408	LR	31407	RXN-12258	METACYC
31410	BI	31407	R09746	KEGG_REACTION
31411	UN	31411	2.1.1.222	EC
31411	UN	31411	GO:0102208	GO
31414	BI	31411	R08769	KEGG_REACTION
31414	BI	31411	RXN-12160	METACYC
31427	UN	31427	4.2.3.81	EC
31428	LR	31427	RXN-8621	METACYC
31430	BI	31427	R10732	KEGG_REACTION
31431	UN	31431	4.2.3.83	EC
31432	LR	31431	RXN-12494	METACYC
31434	BI	31431	R10734	KEGG_REACTION
31435	UN	31435	4.2.3.82	EC
31436	LR	31435	RXN-12493	METACYC
31438	BI	31435	R10733	KEGG_REACTION
31439	UN	31439	4.2.3.80	EC
31440	LR	31439	RXN-8572	METACYC
31442	BI	31439	R10726	KEGG_REACTION
31444	LR	31443	RXN0-6541	ECOCYC
31446	BI	31443	R01843	KEGG_REACTION
31448	LR	31447	RXN-8243	METACYC
31451	UN	31451	GO:0008808	GO
31452	LR	31451	CARDIOLIPSYN-RXN	ECOCYC
31452	LR	31451	CARDIOLIPSYN-RXN	METACYC
31454	BI	31451	R07390	KEGG_REACTION
31455	UN	31455	1.5.1.41	EC
31455	UN	31455	GO:0052875	GO
31457	RL	31455	RXN-12445	ECOCYC
31457	RL	31455	RXN-12445	METACYC
31458	BI	31455	R09750	KEGG_REACTION
31459	UN	31459	5.3.99.10	EC
31460	LR	31459	RXN-12609	METACYC
31462	BI	31459	R09977	KEGG_REACTION
31463	UN	31463	2.4.1.271	EC
31464	LR	31463	RXN-8471	METACYC
31466	BI	31463	R09757	KEGG_REACTION
31467	UN	31467	2.4.1.271	EC
31468	LR	31467	RXN-8473	METACYC
31470	BI	31467	R09758	KEGG_REACTION
31471	UN	31471	2.4.1.271	EC
31472	LR	31471	RXN-8475	METACYC
31474	BI	31471	R09759	KEGG_REACTION
31475	UN	31475	2.4.1.262	EC
31475	UN	31475	GO:0102793	GO
31476	LR	31475	RXN-8086	METACYC
31478	BI	31475	R09636	KEGG_REACTION
31479	UN	31479	2.4.1.262	EC
31482	BI	31479	RXN-14287	METACYC
31483	UN	31483	2.4.1.262	EC
31486	BI	31483	RXN-14287	METACYC
31487	UN	31487	2.4.1.272	EC
31487	UN	31487	GO:0102240	GO
31488	LR	31487	RXN-12319	METACYC
31490	BI	31487	R09753	KEGG_REACTION
31491	UN	31491	2.4.1.273	EC
31491	UN	31491	GO:0102241	GO
31492	LR	31491	RXN-12320	METACYC
31494	BI	31491	R09754	KEGG_REACTION
31495	UN	31495	2.4.1.274	EC
31498	BI	31495	R03354	KEGG_REACTION
31498	BI	31495	RXN-12119	METACYC
31499	UN	31499	2.4.1.275	EC
31502	BI	31499	R05977	KEGG_REACTION
31502	BI	31499	R09755	KEGG_REACTION
31502	BI	31499	RXN-12113	METACYC
31503	UN	31503	2.5.1.95	EC
31504	LR	31503	RXN-11802	METACYC
31506	BI	31503	R09760	KEGG_REACTION
31507	UN	31507	4.3.3.6	EC
31507	UN	31507	GO:0036381	GO
31508	LR	31507	RXN-11322	METACYC
31510	BI	31507	R10089	KEGG_REACTION
31511	UN	31511	3.1.2.27	EC
31512	LR	31511	RXN-14289	METACYC
31514	BI	31511	R03974	KEGG_REACTION
31515	UN	31515	1.2.1.82	EC
31516	LR	31515	RXN-11998	METACYC
31518	BI	31515	R09783	KEGG_REACTION
31519	UN	31519	1.13.11.59	EC
31520	LR	31519	RXN-11989	METACYC
31522	BI	31519	R09782	KEGG_REACTION
31523	UN	31523	1.13.12.19	EC
31523	UN	31523	GO:0102276	GO
31524	LR	31523	RXN-12538	METACYC
31526	BI	31523	R09784	KEGG_REACTION
31528	LR	31527	RXN-12536	METACYC
31530	BI	31527	R10082	KEGG_REACTION
31532	LR	31531	RXN-14542	METACYC
31534	BI	31531	R10081	KEGG_REACTION
31535	UN	31535	1.14.20.7	EC
31536	LR	31535	RXN-13396	METACYC
31538	BI	31535	R09785	KEGG_REACTION
31539	UN	31539	2.1.1.232	EC
31539	UN	31539	GO:0102766	GO
31540	LR	31539	RXN-7773	METACYC
31542	BI	31539	R09791	KEGG_REACTION
31543	UN	31543	2.4.1.276	EC
31544	LR	31543	RXN-12230	METACYC
31546	BI	31543	R07574	KEGG_REACTION
31547	UN	31547	2.5.1.96	EC
31550	BI	31547	R07652	KEGG_REACTION
31550	BI	31547	RXN-12321	METACYC
31552	LR	31551	RXN-9301	METACYC
31554	BI	31551	R09793	KEGG_REACTION
31555	UN	31555	2.3.1.247	EC
31555	UN	31555	GO:0043720	GO
31558	BI	31555	R10564	KEGG_REACTION
31558	BI	31555	R125-RXN	METACYC
31559	UN	31559	1.1.1.316	EC
31559	UN	31559	GO:0010349	GO
